Filename,Name,Flairtext,Abbreviated,File,Sheet,Row,Col,Index,Subsort,Division,Conference,Subconference,Conf,Confsort,Selectdisplay,Selectflair,Selectinline,Shortcutflair,Shortcutinline,Shortcutletter,Width,Height,Flair,Flair1,Flair2
bradley,Bradley Braves,Bradley Braves,Bradley,D1,1,20,1,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,bradley,#f/bradley,None,60,60,bradley,bradley-sheet1-row20-col01,bradley-2sht1-2rw20-2cl01
drake,Drake Bulldogs,Drake Bulldogs,Drake,D1,1,20,2,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,drake,#f/drake,None,60,60,drake,drake-sheet1-row20-col02,drake-2sht1-2rw20-2cl02
evansville,Evansville Purple Aces,Evansville Purple Aces,Evansville,D1,1,20,3,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,evansville,#f/evansville,None,60,60,evansville,evansville-sheet1-row20-col03,evansville-2sht1-2rw20-2cl03
illinoisstate,Illinois State Redbirds,Illinois State Redbirds,Illinois State,D1,1,20,4,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,illinoisstate,#f/illinoisstate,None,60,60,illinoisstate,illinoisstate-sheet1-row20-col04,illinoisstate-2sht1-2rw20-2cl04
indianastate,Indiana State Sycamores,Indiana State Sycamores,Indiana State,D1,1,20,5,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,indianastate,#f/indianastate,None,60,60,indianastate,indianastate-sheet1-row20-col05,indianastate-2sht1-2rw20-2cl05
loyolachicago,Loyola Chicago Ramblers,Loyola Chicago Ramblers,Loyola Chicago,D1,1,20,6,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,loyolachicago,#f/loyolachicago,None,60,60,loyolachicago,loyolachicago-sheet1-row20-col06,loyolachicago-2sht1-2rw20-2cl06
missouristate,Missouri State Bears,Missouri State Bears,Missouri State,D1,1,20,7,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,missouristate,#f/missouristate,None,60,60,missouristate,missouristate-sheet1-row20-col07,missouristate-2sht1-2rw20-2cl07
northerniowa,Northern Iowa Panthers,Northern Iowa Panthers,Northern Iowa,D1,1,20,8,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,northerniowa,#f/northerniowa,None,60,60,northerniowa,northerniowa-sheet1-row20-col08,northerniowa-2sht1-2rw20-2cl08
southernillinois,Southern Illinois Salukis,Southern Illinois Salukis,Southern Illinois,D1,1,20,9,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,southernillinois,#f/southernillinois,None,60,60,southernillinois,southernillinois-sheet1-row20-col09,southernillinois-2sht1-2rw20-2cl09
wichitastate,Wichita State Shockers,Wichita State Shockers,Wichita State,D1,1,20,10,2,1,D1,Missouri Valley,None,MVC,0,TRUE,TRUE,TRUE,wichitastate,#f/wichitastate,None,60,60,wichitastate,wichitastate-sheet1-row20-col10,wichitastate-2sht1-2rw20-2cl10
airforce,Air Force Falcons,Air Force Falcons,Air Force,D1,1,21,1,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,airforce,#f/airforce,None,60,60,airforce,airforce-sheet1-row21-col01,airforce-2sht1-2rw21-2cl01
boisestate,Boise State Broncos,Boise State Broncos,Boise State,D1,1,21,2,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,boisestate,#f/boisestate,None,60,60,boisestate,boisestate-sheet1-row21-col02,boisestate-2sht1-2rw21-2cl02
coloradostate,Colorado State Rams,Colorado State Rams,Colorado State,D1,1,21,3,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,coloradostate,#f/coloradostate,None,60,60,coloradostate,coloradostate-sheet1-row21-col03,coloradostate-2sht1-2rw21-2cl03
fresnostate,Fresno State Bulldogs,Fresno State Bulldogs,Fresno State,D1,1,21,4,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,fresnostate,#f/fresnostate,None,60,60,fresnostate,fresnostate-sheet1-row21-col04,fresnostate-2sht1-2rw21-2cl04
nevada,Nevada Wolf Pack,Nevada Wolf Pack,Nevada,D1,1,21,6,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,nevada,#f/nevada,None,60,60,nevada,nevada-sheet1-row21-col06,nevada-2sht1-2rw21-2cl06
newmexico,New Mexico Lobos,New Mexico Lobos,New Mexico,D1,1,21,7,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,newmexico,#f/newmexico,None,60,60,newmexico,newmexico-sheet1-row21-col07,newmexico-2sht1-2rw21-2cl07
sandiegostate,San Diego State Aztecs,San Diego State Aztecs,San Diego State,D1,1,21,8,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,sandiegostate,#f/sandiegostate,None,60,60,sandiegostate,sandiegostate-sheet1-row21-col08,sandiegostate-2sht1-2rw21-2cl08
sanjosestate,San José State Spartans,San José State Spartans,San José State,D1,1,21,9,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,sanjosestate,#f/sanjosestate,None,60,60,sanjosestate,sanjosestate-sheet1-row21-col09,sanjosestate-2sht1-2rw21-2cl09
unlv,UNLV Rebels,UNLV Rebels,UNLV,D1,1,21,10,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,unlv,#f/unlv,None,60,60,unlv,unlv-sheet1-row21-col10,unlv-2sht1-2rw21-2cl10
utahstate,Utah State Aggies,Utah State Aggies,Utah State,D1,1,21,11,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,utahstate,#f/utahstate,None,60,60,utahstate,utahstate-sheet1-row21-col11,utahstate-2sht1-2rw21-2cl11
wyoming,Wyoming Cowboys,Wyoming Cowboys,Wyoming,D1,1,21,12,2,1,D1,Mountain West,None,mwc,0,TRUE,TRUE,TRUE,wyoming,#f/wyoming,None,60,60,wyoming,wyoming-sheet1-row21-col12,wyoming-2sht1-2rw21-2cl12
bryant,Bryant Bulldogs,Bryant Bulldogs,Bryant,D1,1,22,1,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,bryant,#f/bryant,None,60,60,bryant,bryant-sheet1-row22-col01,bryant-2sht1-2rw22-2cl01
centralconnecticutstate,Central Connecticut State Blue Devils,Central Connecticut State Blue Devils,Central Connecticut State,D1,1,22,2,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,centralconnecticutstate,#f/centralconnecticutstate,None,60,60,centralconnecticutstate,centralconnecticutstate-sheet1-row22-col02,centralconnecticutstate-2sht1-2rw22-2cl02
fairleighdickinson,Fairleigh Dickinson Knights,Fairleigh Dickinson Knights,Fairleigh Dickinson,D1,1,22,3,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,fairleighdickinson,#f/fairleighdickinson,None,60,60,fairleighdickinson,fairleighdickinson-sheet1-row22-col03,fairleighdickinson-2sht1-2rw22-2cl03
longisland,LIU Brooklyn Blackbirds,LIU Brooklyn Blackbirds,LIU Brooklyn,D1,1,22,4,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,longisland,#f/longisland,None,60,60,longisland,longisland-sheet1-row22-col04,longisland-2sht1-2rw22-2cl04
mountstmarys,Mount St. Mary's Mountaineers,Mount St. Mary's Mountaineers,Mount St. Mary's,D1,1,22,5,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,mountstmarys,#f/mountstmarys,None,60,60,mountstmarys,mountstmarys-sheet1-row22-col05,mountstmarys-2sht1-2rw22-2cl05
robertmorris,Robert Morris Colonials,Robert Morris Colonials,Robert Morris,D1,1,22,6,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,robertmorris,#f/robertmorris,None,60,60,robertmorris,robertmorris-sheet1-row22-col06,robertmorris-2sht1-2rw22-2cl06
sacredheart,Sacred Heart Pioneers,Sacred Heart Pioneers,Sacred Heart,D1,1,22,7,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,sacredheart,#f/sacredheart,None,60,60,sacredheart,sacredheart-sheet1-row22-col07,sacredheart-2sht1-2rw22-2cl07
stfrancisbrooklyn,St. Francis Brooklyn Terriers,St. Francis Brooklyn Terriers,St. Francis Brooklyn,D1,1,22,8,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,stfrancisbrooklyn,#f/stfrancisbrooklyn,None,60,60,stfrancisbrooklyn,stfrancisbrooklyn-sheet1-row22-col08,stfrancisbrooklyn-2sht1-2rw22-2cl08
stfrancispa,St. Francis PA Red Flash,St. Francis PA Red Flash,St. Francis PA,D1,1,22,9,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,stfrancispa,#f/stfrancispa,None,60,60,stfrancispa,stfrancispa-sheet1-row22-col09,stfrancispa-2sht1-2rw22-2cl09
wagner,Wagner Seahawks,Wagner Seahawks,Wagner,D1,1,22,10,2,1,D1,Northeast,None,nec,0,TRUE,TRUE,TRUE,wagner,#f/wagner,None,60,60,wagner,wagner-sheet1-row22-col10,wagner-2sht1-2rw22-2cl10
austinpeay,Austin Peay Governors,Austin Peay Governors,Austin Peay,D1,1,23,1,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,austinpeay,#f/austinpeay,None,60,60,austinpeay,austinpeay-sheet1-row23-col01,austinpeay-2sht1-2rw23-2cl01
belmont,Belmont Bruins,Belmont Bruins,Belmont,D1,1,23,2,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,belmont,#f/belmont,None,60,60,belmont,belmont-sheet1-row23-col02,belmont-2sht1-2rw23-2cl02
easternillinois,Eastern Illinois Panthers,Eastern Illinois Panthers,Eastern Illinois,D1,1,23,3,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,easternillinois,#f/easternillinois,None,60,60,easternillinois,easternillinois-sheet1-row23-col03,easternillinois-2sht1-2rw23-2cl03
easternkentucky,Eastern Kentucky Colonels,Eastern Kentucky Colonels,Eastern Kentucky,D1,1,23,4,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,easternkentucky,#f/easternkentucky,None,60,60,easternkentucky,easternkentucky-sheet1-row23-col04,easternkentucky-2sht1-2rw23-2cl04
jacksonvillestate,Jacksonville State Gamecocks,Jacksonville State Gamecocks,Jacksonville State,D1,1,23,5,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,jacksonvillestate,#f/jacksonvillestate,None,60,60,jacksonvillestate,jacksonvillestate-sheet1-row23-col05,jacksonvillestate-2sht1-2rw23-2cl05
moreheadstate,Morehead State Eagles,Morehead State Eagles,Morehead State,D1,1,23,6,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,moreheadstate,#f/moreheadstate,None,60,60,moreheadstate,moreheadstate-sheet1-row23-col06,moreheadstate-2sht1-2rw23-2cl06
murraystate,Murray State Racers,Murray State Racers,Murray State,D1,1,23,7,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,murraystate,#f/murraystate,None,60,60,murraystate,murraystate-sheet1-row23-col07,murraystate-2sht1-2rw23-2cl07
southeastmissouristate,SE Missouri State Redhawks,SE Missouri State Redhawks,SE Missouri State,D1,1,23,8,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,southeastmissouristate,#f/southeastmissouristate,None,60,60,southeastmissouristate,southeastmissouristate-sheet1-row23-col08,southeastmissouristate-2sht1-2rw23-2cl08
siue,SIU Edwardsville Cougars,SIU Edwardsville Cougars,SIU Edwardsville,D1,1,23,9,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,siue,#f/siue,None,60,60,siue,siue-sheet1-row23-col09,siue-2sht1-2rw23-2cl09
tennesseemartin,UT-Martin Skyhawks,UT-Martin Skyhawks,UT-Martin,D1,1,23,10,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,tennesseemartin,#f/tennesseemartin,None,60,60,tennesseemartin,tennesseemartin-sheet1-row23-col10,tennesseemartin-2sht1-2rw23-2cl10
tennesseestate,Tennessee State Tigers,Tennessee State Tigers,Tennessee State,D1,1,23,11,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,tennesseestate,#f/tennesseestate,None,60,60,tennesseestate,tennesseestate-sheet1-row23-col11,tennesseestate-2sht1-2rw23-2cl11
tennesseetech,Tennessee Tech Golden Eagles,Tennessee Tech Golden Eagles,Tennessee Tech,D1,1,23,12,2,1,D1,Ohio Valley,None,ovc,0,TRUE,TRUE,TRUE,tennesseetech,#f/tennesseetech,None,60,60,tennesseetech,tennesseetech-sheet1-row23-col12,tennesseetech-2sht1-2rw23-2cl12
arizona,Arizona Wildcats,Arizona Wildcats,Arizona,D1,1,24,1,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,arizona,#f/arizona,None,60,60,arizona,arizona-sheet1-row24-col01,arizona-2sht1-2rw24-2cl01
arizonastate,Arizona State Sun Devils,Arizona State Sun Devils,Arizona State,D1,1,24,2,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,arizonastate,#f/arizonastate,None,60,60,arizonastate,arizonastate-sheet1-row24-col02,arizonastate-2sht1-2rw24-2cl02
california,California Golden Bears,California Golden Bears,California,D1,1,24,3,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,california,#f/california,None,60,60,california,california-sheet1-row24-col03,california-2sht1-2rw24-2cl03
colorado,Colorado Buffaloes,Colorado Buffaloes,Colorado,D1,1,24,4,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,colorado,#f/colorado,None,60,60,colorado,colorado-sheet1-row24-col04,colorado-2sht1-2rw24-2cl04
oregon,Oregon Ducks,Oregon Ducks,Oregon,D1,1,24,5,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,oregon,#f/oregon,None,60,60,oregon,oregon-sheet1-row24-col05,oregon-2sht1-2rw24-2cl05
oregonstate,Oregon State Beavers,Oregon State Beavers,Oregon State,D1,1,24,6,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,oregonstate,#f/oregonstate,None,60,60,oregonstate,oregonstate-sheet1-row24-col06,oregonstate-2sht1-2rw24-2cl06
stanford,Stanford Cardinal,Stanford Cardinal,Stanford,D1,1,24,7,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,stanford,#f/stanford,None,60,60,stanford,stanford-sheet1-row24-col07,stanford-2sht1-2rw24-2cl07
ucla,UCLA Bruins,UCLA Bruins,UCLA,D1,1,24,8,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,ucla,#f/ucla,None,60,60,ucla,ucla-sheet1-row24-col08,ucla-2sht1-2rw24-2cl08
usc,USC Trojans,USC Trojans,USC,D1,1,24,9,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,usc,#f/usc,None,60,60,usc,usc-sheet1-row24-col09,usc-2sht1-2rw24-2cl09
utah,Utah Utes,Utah Utes,Utah,D1,1,24,10,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,utah,#f/utah,None,60,60,utah,utah-sheet1-row24-col10,utah-2sht1-2rw24-2cl10
washington,Washington Huskies,Washington Huskies,Washington,D1,1,24,11,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,washington,#f/washington,None,60,60,washington,washington-sheet1-row24-col11,washington-2sht1-2rw24-2cl11
washingtonstate,Washington State Cougars,Washington State Cougars,Washington State,D1,1,24,12,2,1,D1,Pac-12,None,p12,0,TRUE,TRUE,TRUE,washingtonstate,#f/washingtonstate,None,60,60,washingtonstate,washingtonstate-sheet1-row24-col12,washingtonstate-2sht1-2rw24-2cl12
american,American Eagles,American Eagles,American,D1,1,25,1,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,american,#f/american,None,60,60,american,american-sheet1-row25-col01,american-2sht1-2rw25-2cl01
army,Army West Point Black Knights,Army West Point Black Knights,Army West Point,D1,1,25,2,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,army,#f/army,None,60,60,army,army-sheet1-row25-col02,army-2sht1-2rw25-2cl02
bostonuniversity,Boston University Terriers,Boston University Terriers,Boston University,D1,1,25,3,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,bostonuniversity,#f/bostonuniversity,None,60,60,bostonuniversity,bostonuniversity-sheet1-row25-col03,bostonuniversity-2sht1-2rw25-2cl03
bucknell,Bucknell Bison,Bucknell Bison,Bucknell,D1,1,25,4,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,bucknell,#f/bucknell,None,60,60,bucknell,bucknell-sheet1-row25-col04,bucknell-2sht1-2rw25-2cl04
colgate,Colgate Raiders,Colgate Raiders,Colgate,D1,1,25,5,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,colgate,#f/colgate,None,60,60,colgate,colgate-sheet1-row25-col05,colgate-2sht1-2rw25-2cl05
holycross,Holy Cross Crusaders,Holy Cross Crusaders,Holy Cross,D1,1,25,6,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,holycross,#f/holycross,None,60,60,holycross,holycross-sheet1-row25-col06,holycross-2sht1-2rw25-2cl06
lafayette,Lafayette Leopards,Lafayette Leopards,Lafayette,D1,1,25,7,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,lafayette,#f/lafayette,None,60,60,lafayette,lafayette-sheet1-row25-col07,lafayette-2sht1-2rw25-2cl07
lehigh,Lehigh Mountain Hawks,Lehigh Mountain Hawks,Lehigh,D1,1,25,8,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,lehigh,#f/lehigh,None,60,60,lehigh,lehigh-sheet1-row25-col08,lehigh-2sht1-2rw25-2cl08
loyolamaryland,Loyola MD Greyhounds,Loyola MD Greyhounds,Loyola MD,D1,1,25,9,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,loyolamaryland,#f/loyolamaryland,None,60,60,loyolamaryland,loyolamaryland-sheet1-row25-col09,loyolamaryland-2sht1-2rw25-2cl09
navy,Navy Midshipmen,Navy Midshipmen,Navy,D1,1,25,10,2,1,D1,Patriot League,None,pat,0,TRUE,TRUE,TRUE,navy,#f/navy,None,60,60,navy,navy-sheet1-row25-col10,navy-2sht1-2rw25-2cl10
alabama,Alabama Crimson Tide,Alabama Crimson Tide,Alabama,D1,1,26,1,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,alabama,#f/alabama,None,60,60,alabama,alabama-sheet1-row26-col01,alabama-2sht1-2rw26-2cl01
arkansas,Arkansas Razorbacks,Arkansas Razorbacks,Arkansas,D1,1,26,2,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,arkansas,#f/arkansas,None,60,60,arkansas,arkansas-sheet1-row26-col02,arkansas-2sht1-2rw26-2cl02
auburn,Auburn Tigers,Auburn Tigers,Auburn,D1,1,26,3,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,auburn,#f/auburn,None,60,60,auburn,auburn-sheet1-row26-col03,auburn-2sht1-2rw26-2cl03
florida,Florida Gators,Florida Gators,Florida,D1,1,26,4,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,florida,#f/florida,None,60,60,florida,florida-sheet1-row26-col04,florida-2sht1-2rw26-2cl04
georgia,Georgia Bulldogs,Georgia Bulldogs,Georgia,D1,1,26,5,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,georgia,#f/georgia,None,60,60,georgia,georgia-sheet1-row26-col05,georgia-2sht1-2rw26-2cl05
kentucky,Kentucky Wildcats,Kentucky Wildcats,Kentucky,D1,1,26,6,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,kentucky,#f/kentucky,None,60,60,kentucky,kentucky-sheet1-row26-col06,kentucky-2sht1-2rw26-2cl06
lsu,LSU Tigers,LSU Tigers,LSU,D1,1,26,7,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,lsu,#f/lsu,None,60,60,lsu,lsu-sheet1-row26-col07,lsu-2sht1-2rw26-2cl07
mississippistate,Mississippi State Bulldogs,Mississippi State Bulldogs,Mississippi State,D1,1,26,8,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,mississippistate,#f/mississippistate,None,60,60,mississippistate,mississippistate-sheet1-row26-col08,mississippistate-2sht1-2rw26-2cl08
missouri,Missouri Tigers,Missouri Tigers,Missouri,D1,1,26,9,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,missouri,#f/missouri,None,60,60,missouri,missouri-sheet1-row26-col09,missouri-2sht1-2rw26-2cl09
olemiss,Ole Miss Rebels,Ole Miss Rebels,Ole Miss,D1,1,26,10,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,olemiss,#f/olemiss,None,60,60,olemiss,olemiss-sheet1-row26-col10,olemiss-2sht1-2rw26-2cl10
southcarolina,South Carolina Gamecocks,South Carolina Gamecocks,South Carolina,D1,1,26,11,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,southcarolina,#f/southcarolina,None,60,60,southcarolina,southcarolina-sheet1-row26-col11,southcarolina-2sht1-2rw26-2cl11
tennessee,Tennessee Volunteers,Tennessee Volunteers,Tennessee,D1,1,26,12,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,tennessee,#f/tennessee,None,60,60,tennessee,tennessee-sheet1-row26-col12,tennessee-2sht1-2rw26-2cl12
texasam,Texas A&M Aggies,Texas A&M Aggies,Texas A&M,D1,1,26,13,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,texasam,#f/texasam,None,60,60,texasam,texasam-sheet1-row26-col13,texasam-2sht1-2rw26-2cl13
vanderbilt,Vanderbilt Commodores,Vanderbilt Commodores,Vanderbilt,D1,1,26,14,2,1,D1,SEC,None,SEC,0,TRUE,TRUE,TRUE,vanderbilt,#f/vanderbilt,None,60,60,vanderbilt,vanderbilt-sheet1-row26-col14,vanderbilt-2sht1-2rw26-2cl14
chattanooga,Chattanooga Mocs,Chattanooga Mocs,Chattanooga,D1,1,27,1,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,chattanooga,#f/chattanooga,None,60,60,chattanooga,chattanooga-sheet1-row27-col01,chattanooga-2sht1-2rw27-2cl01
citadel,The Citadel Bulldogs,The Citadel Bulldogs,The Citadel,D1,1,27,2,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,citadel,#f/citadel,None,60,60,citadel,citadel-sheet1-row27-col02,citadel-2sht1-2rw27-2cl02
easttennesseestate,East Tennessee State Buccaneers,East Tennessee State Buccaneers,East Tennessee State,D1,1,27,3,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,easttennesseestate,#f/easttennesseestate,None,60,60,easttennesseestate,easttennesseestate-sheet1-row27-col03,easttennesseestate-2sht1-2rw27-2cl03
furman,Furman Paladins,Furman Paladins,Furman,D1,1,27,4,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,furman,#f/furman,None,60,60,furman,furman-sheet1-row27-col04,furman-2sht1-2rw27-2cl04
mercer,Mercer Bears,Mercer Bears,Mercer,D1,1,27,5,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,mercer,#f/mercer,None,60,60,mercer,mercer-sheet1-row27-col05,mercer-2sht1-2rw27-2cl05
samford,Samford Bulldogs,Samford Bulldogs,Samford,D1,1,27,6,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,samford,#f/samford,None,60,60,samford,samford-sheet1-row27-col06,samford-2sht1-2rw27-2cl06
uncgreensboro,UNC Greensboro Spartans,UNC Greensboro Spartans,UNC Greensboro,D1,1,27,7,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,uncgreensboro,#f/uncgreensboro,None,60,60,uncgreensboro,uncgreensboro-sheet1-row27-col07,uncgreensboro-2sht1-2rw27-2cl07
virginiamilitaryinstitute,VMI Keydets,VMI Keydets,VMI,D1,1,27,8,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,virginiamilitaryinstitute,#f/virginiamilitaryinstitute,None,60,60,virginiamilitaryinstitute,virginiamilitaryinstitute-sheet1-row27-col08,virginiamilitaryinstitute-2sht1-2rw27-2cl08
westerncarolina,Western Carolina Catamounts,Western Carolina Catamounts,Western Carolina,D1,1,27,9,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,westerncarolina,#f/westerncarolina,None,60,60,westerncarolina,westerncarolina-sheet1-row27-col09,westerncarolina-2sht1-2rw27-2cl09
wofford,Wofford Terriers,Wofford Terriers,Wofford,D1,1,27,10,2,1,D1,Southern,None,south,0,TRUE,TRUE,TRUE,wofford,#f/wofford,None,60,60,wofford,wofford-sheet1-row27-col10,wofford-2sht1-2rw27-2cl10
abilenechristian,Abilene Christian Wildcats,Abilene Christian Wildcats,Abilene Christian,D1,1,28,1,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,abilenechristian,#f/abilenechristian,None,60,60,abilenechristian,abilenechristian-sheet1-row28-col01,abilenechristian-2sht1-2rw28-2cl01
centralarkansas,Central Arkansas Bears,Central Arkansas Bears,Central Arkansas,D1,1,28,2,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,centralarkansas,#f/centralarkansas,None,60,60,centralarkansas,centralarkansas-sheet1-row28-col02,centralarkansas-2sht1-2rw28-2cl02
houstonbaptist,Houston Baptist Huskies,Houston Baptist Huskies,Houston Baptist,D1,1,28,3,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,houstonbaptist,#f/houstonbaptist,None,60,60,houstonbaptist,houstonbaptist-sheet1-row28-col03,houstonbaptist-2sht1-2rw28-2cl03
incarnateword,Incarnate Word Cardinals,Incarnate Word Cardinals,Incarnate Word,D1,1,28,4,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,incarnateword,#f/incarnateword,None,60,60,incarnateword,incarnateword-sheet1-row28-col04,incarnateword-2sht1-2rw28-2cl04
lamar,Lamar Cardinals,Lamar Cardinals,Lamar,D1,1,28,5,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,lamar,#f/lamar,None,60,60,lamar,lamar-sheet1-row28-col05,lamar-2sht1-2rw28-2cl05
mcneesestate,McNeese State Cowboys,McNeese State Cowboys,McNeese State,D1,1,28,6,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,mcneesestate,#f/mcneesestate,None,60,60,mcneesestate,mcneesestate-sheet1-row28-col06,mcneesestate-2sht1-2rw28-2cl06
neworleans,New Orleans Privateers,New Orleans Privateers,New Orleans,D1,1,28,7,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,neworleans,#f/neworleans,None,60,60,neworleans,neworleans-sheet1-row28-col07,neworleans-2sht1-2rw28-2cl07
nichollsstate,Nicholls State Colonels,Nicholls State Colonels,Nicholls State,D1,1,28,8,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,nichollsstate,#f/nichollsstate,None,60,60,nichollsstate,nichollsstate-sheet1-row28-col08,nichollsstate-2sht1-2rw28-2cl08
northwesternstate,Northwestern State Demons,Northwestern State Demons,Northwestern State,D1,1,28,9,2,1,D1,Southland,None,sland,0,TRUE,TRUE,TRUE,northwesternstate,#f/northwesternstate,None,60,60,northwesternstate,northwesternstate-sheet1-row28-col09,northwesternstate-2sht1-2rw28-2cl09
